Gene	CUI
b2041	0.0206094634149
b1044	0.0206123965168
b2571	0.0206128843703
b2934	0.0206134835899
b1590	0.0206158164285
b3659	0.0206195611191
b0193	0.020622978737
b4520	0.0206347833749
b4056	0.0206364259914
b0299	0.0206377280675
b0372	0.0206377280675
b0541	0.0206377280675
b1026	0.0206377280675
b2089	0.0206377280675
b4511	0.0206421023095
b1407	0.0206424794748
b1418	0.0206424931044
b2583	0.020656507562
b1480	0.020660900732
b3688	0.0206633219955
b0865	0.0206669824863
b1987	0.0206710646667
b0953	0.0206771617313
b4689	0.0206804549719
b0986	0.0206810080795
b1481	0.0206821560378
b2372	0.0206886926681
b2972	0.0206892592525
b0264	0.0206896655928
b0274	0.0206896655928
b1496	0.0206930658696
b1158	0.0206976590752
b0736	0.0207016529337
b1252	0.0207032176254
b1250	0.0207037934005
b1589	0.0207130007292
b0633	0.0207138422026
b4566	0.0207151940822
b3764	0.0207168320227
b2364	0.0207204217098
b0985	0.0207223377712
b0980	0.0207304640678
b0848	0.0207315773545
b3645	0.0207319548995
b2481	0.0207333031437
b2902	0.0207364533604
b1251	0.0207390583957
b1106	0.0207400081693
b1253	0.0207400291357
b3220	0.0207430836317
b3674	0.0207488966769
b3501	0.0207507076789
b3199	0.0207531727915
b4341	0.0207534754254
b4316	0.0207551775812
b0412	0.0207640801564
b0107	0.0207653558211
b0585	0.020766551925
b2753	0.0207672269697
b0224	0.0207680063949
b4181	0.0207680108725
b3267	0.0207684318021
b0286	0.0207725154571
b0209	0.0207738894156
b2617	0.0207739930865
b2040	0.0207741341537
b0614	0.0207787342656
b2474	0.0207791774533
b0304	0.0207803744102
b1778	0.0207804635482
b1046	0.0207806157301
b0034	0.020780996752
b1445	0.0207833609415
b3083	0.0207836906506
b1981	0.02078932211
b3804	0.0207911572604
b2389	0.0207915153233
b4172	0.0207919303779
b2868	0.0207940285032
b4026	0.0207948593461
b1220	0.0207962705125
b1184	0.0207975601822
b4305	0.0207977811712
b3862	0.0208020783051
b1993	0.0208047316026
b3615	0.0208064831927
b4302	0.0208065907221
b2991	0.0208092465665
b3163	0.0208096311104
b0706	0.0208143442255
b0968	0.0208145988468
b4558	0.0208165983618
b0988	0.0208171696947
b1826	0.0208190199405
b2013	0.0208190206581
b0940	0.0208225832771
b0604	0.0208226459796
b0292	0.020832763615
b0454	0.0208328032798
b1598	0.0208332454984
b4679	0.0208345638146
b1108	0.0208353523104
b3316	0.0208362466788
b2145	0.0208443502125
b1396	0.0208451079922
b1668	0.0208491496857
b4300	0.0208515224511
b4267	0.0208523083735
b1788	0.0208542261822
b3269	0.0208606439376
b0175	0.0208614197905
b1483	0.0208627459476
b4268	0.0208637240271
b2888	0.0208639183467
b1596	0.0208671958984
b0021	0.0208676329998
b1893	0.0208676329998
b3445	0.0208676329998
b1667	0.0208701115255
b3548	0.0208807867782
b4061	0.0208816399867
b4602	0.0208846842136
b1982	0.0208886477215
b1785	0.020892802036
b0926	0.0208984755715
b2302	0.0208987815686
b1836	0.0208996059297
b1991	0.020900450057
b1383	0.020901376858
b0520	0.0209023026889
b0233	0.0209079784058
b0050	0.0209086158687
b0778	0.0209091229112
b4502	0.0209136686479
b4028	0.0209157009931
b0338	0.020919717826
b1436	0.0209262527675
b2009	0.0209274326277
b2226	0.0209324022788
b3910	0.0209329224587
b4518	0.0209339726026
b3717	0.0209424028347
b4553	0.0209426699215
b0248	0.0209462087049
b0108	0.0209495491909
b0644	0.0209503916935
b1072	0.0209544997162
b1298	0.020959006562
b2107	0.0209617077317
b0070	0.0209645479759
b0476	0.0209678911014
b0959	0.0209733621063
b0357	0.0209816220662
